,signal,path,mfcc,mfcc_mean,zcr,sc,rms,melspectrogram
105,2,F:\RMS Samples\S2\A17KL_09410_1323_01_08_2017.MP3,"[-8.9334290e+01  2.2641519e+02 -1.4624298e+02  6.8033051e+01
 -4.2232075e+00 -2.5881899e+01  2.8649052e+01 -2.4362225e+01
  1.1266680e+01 -4.3164368e+00 -1.0038913e+01  1.2578058e+01
 -1.4512218e+01  6.9900889e+00  2.8378222e+00 -8.1063690e+00
  5.8451204e+00 -5.7818112e+00  1.9820436e+00 -1.5935820e+00
 -4.5356030e+00  4.0882401e+00 -6.6740980e+00  5.9924211e-02
  1.2687293e-01 -3.5375400e+00  3.5816791e+00 -2.2176628e+00
  7.0499617e-01  1.7774110e-01 -3.1353738e+00  4.9792776e-01
 -3.6176505e+00 -5.0844705e-01 -2.6972765e-01 -2.7916224e+00
  2.8820392e-01 -2.8327289e+00 -3.3298239e-01  7.7405393e-01]",0.2512340546,0.1492505555,1715.222627,0.183467865,5.833397388
106,3,F:\RMS Samples\S3\A17KL_12055_1246_02_08_2017.MP3,"[-138.14159     205.99612    -104.78177      43.01306      10.7843275
  -14.78365       7.4369397    -7.227439      6.844232    -16.582644
   -1.9231833     0.88140255  -14.592997      7.9068346    -3.7241516
   -2.8408368     3.5346348    -2.9402146     3.321651     -0.8728126
    5.8916564     1.2009952    -6.057254      1.6585662    -4.503419
   -0.23254548    1.0253978    -2.6070771     1.3940197    -2.53124
   -0.99348426   -1.9860083    -1.5845463     1.5426576    -1.7617768
    1.3809814    -0.7806657    -1.274264      2.6471858    -0.26018673]",-0.6630768776,0.1080031089,1418.155759,0.1324747652,3.745210648
107,3,F:\RMS Samples\S3\A17KL_12055_1251_02_08_2017.MP3,"[-1.42210526e+02  2.06354385e+02 -1.01742851e+02  3.97471199e+01
  1.12007675e+01 -1.40832958e+01  3.90203404e+00 -7.21500015e+00
  6.43457699e+00 -1.61966953e+01  2.58035278e+00  1.38375020e+00
 -1.55191936e+01  7.60818434e+00 -4.96492100e+00 -2.31092429e+00
  2.98416662e+00 -3.28428078e+00  3.03816342e+00 -4.75094938e+00
  1.36306322e+00 -1.16181159e+00 -3.69949412e+00  5.36416960e+00
 -3.42665887e+00  1.14843953e+00  1.18134367e+00 -3.93567586e+00
  8.07199538e-01 -2.69207549e+00 -3.43620360e-01 -1.16059923e+00
 -5.26959419e-01  1.37321746e+00 -3.83596468e+00  1.76921278e-01
 -1.45436692e+00 -1.91427517e+00  1.57348359e+00 -1.52040863e+00]",-0.9932311773,0.1031759511,1395.577881,0.1232152879,3.575199604
108,3,F:\RMS Samples\S3\A17KL_12055_1256_02_08_2017.MP3,"[-149.67705     203.13608     -93.129196     39.19791      12.223879
  -10.616027      2.025684     -8.9459095     5.889922    -17.42289
    1.1420956     1.521771    -14.429772      5.959418     -5.931512
   -2.008763      2.3425908    -2.4490805     3.1656632    -5.5092683
    1.9900191    -0.47605333   -4.1248484     3.8832672    -3.6237311
    1.2700174     0.8963126    -2.632161      1.6351197    -1.9634373
    1.0635637    -0.9322895    -0.9443697     1.5817293    -2.3240168
    1.0409342    -2.2578042    -3.4282365     0.21695426   -1.5095923 ]",-1.103826761,0.08391046087,1291.458615,0.1306260526,4.127511024
109,3,F:\RMS Samples\S3\A17KL_12055_1301_02_08_2017.MP3,"[-1.2887950e+02  2.0847823e+02 -1.1227900e+02  4.6117008e+01
  5.5469894e+00 -1.3282838e+01  1.7027988e+01 -1.2401459e+01
  4.0576277e+00 -1.1895213e+01 -1.6161605e+00  1.5570837e+00
 -1.5661653e+01  4.4444366e+00 -6.7794771e+00 -5.4866109e+00
  3.3189447e+00 -1.4248331e+00  3.8962452e+00 -5.9205194e+00
 -3.5991937e-01  5.6730223e-01 -4.4314132e+00  4.8323383e+00
 -1.0364836e+00  2.0179775e+00  2.1058264e+00 -4.5498700e+00
 -1.5732565e+00 -4.8223658e+00  1.2414752e+00  3.4643347e+00
 -8.1193459e-01 -4.9428305e-01 -4.3917193e+00 -1.0156131e-01
 -1.5531199e-01 -3.6362083e+00 -1.3171300e+00 -2.6394839e+00]",-0.9318600893,0.1241903043,1472.075704,0.1630785763,5.155420303
110,3,F:\RMS Samples\S3\A17KL_12055_1306_02_08_2017.MP3,"[-1.4833444e+02  1.9836842e+02 -9.6258354e+01  3.9062042e+01
  1.0837801e+01 -1.2773589e+01  3.1348767e+00 -8.4837408e+00
  7.7337136e+00 -1.2504091e+01  2.7810154e+00  1.6785159e+00
 -1.4891756e+01  5.1232314e+00 -5.7814603e+00 -3.6168780e+00
  1.1298970e+00 -3.2901680e+00  3.3109105e+00 -3.4821405e+00
  2.3723607e+00 -7.3960006e-01 -5.4101696e+00  2.9255350e+00
 -2.6673419e+00  1.9262432e+00  2.6913040e+00 -1.5842596e+00
  8.4374112e-01 -1.5366706e+00  2.5372305e+00 -5.3302408e-03
 -1.8351562e+00  8.3431655e-01 -2.3648911e+00  1.7292681e-01
 -2.2679067e+00 -2.5965338e+00  1.9269886e+00  4.6593279e-01]",-1.014186382,0.09809760262,1381.482005,0.124431476,3.79766798
111,3,F:\RMS Samples\S3\A17KL_12055_1311_02_08_2017.MP3,"[-1.4367795e+02  2.0320462e+02 -9.9858444e+01  4.2530254e+01
  1.2867903e+01 -1.4290503e+01  2.2384732e+00 -8.6806717e+00
  7.9578581e+00 -1.4811265e+01  1.2809427e+00  1.3933417e+00
 -1.6459631e+01  5.3523169e+00 -5.2740517e+00 -3.5379350e+00
  1.4402139e+00 -4.0929823e+00  1.9612578e+00 -5.0461903e+00
  1.5859698e+00 -1.1490762e+00 -6.0151558e+00  2.9659355e+00
 -2.6819863e+00  2.0832922e+00  2.7698984e+00 -1.8814229e+00
  1.3035394e+00 -1.3902924e+00  2.4734437e+00  1.1767302e+00
 -5.5931357e-04  2.4903772e+00 -1.3311045e+00  1.2843438e+00
 -1.3081561e+00 -2.3967242e+00  1.7377467e+00 -4.3603057e-01]",-0.8555423021,0.09589282507,1380.654598,0.1274522841,3.691951752
112,3,F:\RMS Samples\S3\A17KL_12160_1413_03_08_2017.MP3,"[-189.72092     184.5895      -96.91917      36.934864      2.8397088
   -9.361791      2.468278     -6.1013613    12.440926    -15.3758745
    6.7897644     5.9527364   -10.696844      9.85947      -5.420667
   -2.211428     -0.49280638   -4.576557      1.2174389    -7.5775857
    2.0711658    -1.5392131    -3.7150707     4.3286805    -3.396994
    2.3043308     1.2878429     0.53786063    3.8077965    -0.51368064
    3.0363705    -0.8471141     0.32557765    1.9707075    -1.9591929
    2.0683732    -1.2763336    -0.8778959     0.7348996    -1.5931647 ]",-1.965184212,0.1161297427,1481.578146,0.08149333298,1.871113181
113,3,F:\RMS Samples\S3\A17KL_12160_1418_03_08_2017.MP3,"[-1.8874342e+02  1.8559712e+02 -9.1724953e+01  3.6460674e+01
  1.5270826e+00 -1.1505419e+01  1.9012623e+00 -4.8088093e+00
  1.1103273e+01 -1.6997602e+01  6.1976600e+00  5.2822232e+00
 -1.1484676e+01  9.5933762e+00 -4.6066494e+00 -1.5479420e+00
  2.7273828e-02 -4.0168257e+00  1.8062330e+00 -6.9477673e+00
  1.2995849e+00 -3.1930816e+00 -4.5640926e+00  4.1679921e+00
 -3.7262127e+00  2.5229445e+00  2.2363749e+00  6.7963189e-01
  4.0838733e+00  3.1005520e-01  3.7523968e+00  3.4323674e-01
  1.0771302e+00  2.3741233e+00 -1.4453945e+00  2.6402333e+00
 -7.3717862e-02 -2.3481181e-01  7.8322536e-01 -1.5211782e+00]",-1.784389257,0.1108141447,1443.281191,0.08637544513,2.023643255
114,3,F:\RMS Samples\S3\A17KL_12160_1423_03_08_2017.MP3,"[-182.53497     199.50569    -100.08952      32.793373      0.5729013
   -9.552765      0.89335304   -7.5226235    12.849377    -16.569876
    6.4154043     4.2968907   -12.231364     10.97669      -5.4911685
   -1.5368538     0.64614433   -3.8900247     2.1048312    -7.555209
    1.9816037    -2.558191     -4.8463225     3.8026092    -4.670572
    1.465775      0.67324704   -0.6720512     3.1550348    -0.49380618
    3.7791364     0.5138744     1.2811667     1.8819706    -2.843119
    1.5927087    -1.1731093    -0.9490008     0.26080906   -2.148735  ]",-1.897166967,0.1071855738,1407.601803,0.08074329048,1.548480988
115,3,F:\RMS Samples\S3\A17KL_12160_1428_03_08_2017.MP3,"[-1.8356886e+02  1.9551294e+02 -9.0671791e+01  3.2529068e+01
 -6.9458880e-02 -6.6995807e+00  3.4391184e+00 -7.7075720e+00
  1.0947573e+01 -1.7285652e+01  4.6469107e+00  4.0143566e+00
 -1.3676565e+01  7.9207644e+00 -4.6049623e+00 -1.9087367e+00
 -1.2904304e+00 -5.0588117e+00  1.2896563e+00 -6.2983494e+00
  4.0067973e+00  1.8656260e-01 -3.6220043e+00  3.7854474e+00
 -3.6770372e+00  6.6607261e-01 -2.5786912e-01 -1.1877933e+00
  1.3378495e+00 -2.4665163e+00  1.4021127e+00 -8.0015194e-01
  1.9672079e+00  4.3698664e+00  7.4376446e-01  3.2957120e+00
 -7.5675601e-01 -7.1400970e-01  8.2126248e-01 -4.8485223e-02]",-1.737208128,0.0986832085,1342.90303,0.09023281932,2.063282728
116,2,F:\RMS Samples\S2\A17LK_09900_0031_09_08_2017.MP3,"[-151.59454     215.08768    -118.14204      67.37233     -12.919306
   -9.070727     25.413673    -19.112999     16.722557     -2.51928
    6.09977       9.592888     -7.7923555     6.412808     -7.1422305
    5.2080426     3.6897793    -4.0979013     4.355977     -6.966265
    2.3338854    -1.5120419    -2.7420173     3.824422     -6.5518665
   -0.4976494    -5.0660686    -4.067278      0.24792708   -5.9993105
    1.2192441    -3.0526416    -1.4442966     0.9715896    -4.877725
   -0.22243124   -4.2169724    -2.3430784    -1.2619945    -5.809817  ]",-0.5117565393,0.07761884118,1527.708671,0.09668716043,1.973171711
117,1,F:\RMS Samples\S1\A17LK_09900_0031_25_08_2017.MP3,"[-1.6336551e+02  2.2287343e+02 -1.3114389e+02  7.6562004e+01
 -1.7918779e+01 -8.9773693e+00  2.5262875e+01 -2.1592817e+01
  2.0556702e+01 -7.7232499e+00  5.5619502e-01  3.4154477e+00
 -1.0138806e+01  1.0434259e+01 -8.5306416e+00  1.8283417e+00
 -1.1302696e+00 -5.1522236e+00  5.4655733e+00 -8.6052446e+00
  3.2533538e+00 -1.9440669e+00 -3.1437318e+00  3.2703421e+00
 -6.9060616e+00  2.7769277e+00 -3.2935584e+00 -1.1396871e+00
  3.5980129e+00 -3.8427768e+00  3.1221397e+00 -4.6142936e+00
 -3.9116821e+00 -3.1447432e+00 -8.2010479e+00 -3.7946454e-01
 -3.7950296e+00 -4.7145522e-01  1.6786208e-02 -3.0862863e+00]",-1.229007483,0.1172793327,1605.708777,0.08269447088,1.361290097
118,2,F:\RMS Samples\S2\A17LK_09900_0036_09_08_2017.MP3,"[-1.4603261e+02  2.2567059e+02 -1.1699011e+02  7.7686272e+01
 -1.2308637e+01 -9.3342466e+00  2.5167864e+01 -2.1899202e+01
  1.5943186e+01 -7.3319006e+00  1.0393636e+00  7.6906509e+00
 -7.6614199e+00  8.7318172e+00 -7.6405163e+00  1.8434095e+00
  3.6120996e-01 -4.9972887e+00  5.7319827e+00 -7.1366372e+00
  1.5765146e+00 -3.1215494e+00 -5.3334670e+00  1.6265196e+00
 -7.5007820e+00  1.4273735e+00 -2.3999026e+00 -1.5150917e+00
  2.1913569e+00 -5.1307778e+00  2.3374274e+00 -1.9678637e+00
 -2.0878349e-01  1.9548762e+00 -3.3383355e+00  2.4786849e+00
 -1.9661899e+00 -2.2839282e-01  6.4023602e-01 -3.1780088e+00]",0.1719408035,0.07431931136,1470.481753,0.1098272875,2.595381021
119,1,F:\RMS Samples\S1\A17LK_09900_0036_25_08_2017.MP3,"[-1.7463257e+02  2.2411803e+02 -1.1516046e+02  7.6295837e+01
 -1.6278084e+01 -5.5790930e+00  2.2353075e+01 -2.2206118e+01
  1.5411233e+01 -1.2471288e+01  1.2168233e+00  2.5539331e+00
 -1.0150032e+01  7.8607054e+00 -1.0538500e+01  3.1411047e+00
 -2.2795093e+00 -6.0920792e+00  4.1514030e+00 -9.3617878e+00
  3.0210571e+00 -3.4469733e+00 -2.8281503e+00  4.2447305e+00
 -4.5759354e+00  5.5098886e+00 -1.4864246e+00 -1.0939502e+00
 -3.3467957e-01 -7.5804691e+00  8.2715392e-01 -4.0595479e+00
 -1.1587343e-01  8.2357496e-01 -3.8851671e+00  1.3801172e+00
 -4.1505413e+00 -1.9974004e+00 -3.0013630e+00 -4.6284256e+00]",-1.375644088,0.09773016413,1462.242765,0.07804889977,1.307902455
120,2,F:\RMS Samples\S2\A17LK_09900_0041_09_08_2017.MP3,"[-166.79419     217.53864    -118.295105     72.6155       -6.5007544
   -6.452068     21.957888    -16.021103     15.865682    -11.31064
    3.1571825     4.1285033   -10.168958     10.014982     -8.203953
    1.5914658    -0.6436129    -5.2106404     4.6732087    -6.4922047
    4.671709     -1.9371653    -3.1040328     3.129018     -7.686708
    1.2931153    -3.4528294    -3.3645918    -0.34854794   -6.702058
    0.5674301    -3.839303     -0.7313717     0.88783026   -3.9837844
    1.5787456    -3.0873725    -0.96536386   -1.0032672    -4.452533  ]",-0.9270316958,0.09366172948,1512.285041,0.08817785233,1.704889417
121,1,F:\RMS Samples\S1\A17LK_09900_0041_25_08_2017.MP3,"[-1.78748474e+02  2.27469162e+02 -1.38461929e+02  7.45877457e+01
 -7.30196714e+00 -1.13127832e+01  1.92874222e+01 -1.47604065e+01
  1.78776360e+01 -1.29757700e+01  7.80675268e+00  4.73306799e+00
 -1.14341936e+01  1.40585957e+01 -8.47041512e+00  2.99823785e+00
  1.13237607e+00 -4.47996902e+00  6.09922123e+00 -8.43595982e+00
  5.81621695e+00 -1.52166522e+00 -4.20651531e+00  5.88813114e+00
 -6.30641556e+00  3.88308740e+00  4.53445435e-01 -6.52964860e-02
  4.17863321e+00 -2.87649512e+00  4.42759657e+00 -1.74218285e+00
  7.37927496e-01  3.44575477e+00 -2.71287417e+00  4.14841938e+00
 -1.00149751e+00  3.88806462e-01  2.60907817e+00 -8.17815125e-01]",-0.1401326358,0.1420024907,1615.231737,0.07376530766,0.9888163805
122,2,F:\RMS Samples\S2\A17LK_09900_0046_09_08_2017.MP3,"[-162.57545     210.35088    -112.130455     58.40231      -2.3299751
  -13.1929455    13.752627    -11.7635975    11.359162    -13.672182
    5.034427      2.9671617   -14.975564      8.340073     -8.919518
   -0.8993173     4.402184     -2.5557747     4.110417     -6.1054387
    1.527836     -4.7241497    -7.013366      4.2741737    -2.2586877
    3.7516844    -1.1211766    -2.4456327     4.2876234    -1.5337273
    1.52764      -2.9498935    -2.765565      1.5107383     0.567721
    4.806194     -2.0830045    -1.6892468     0.96250147   -4.2377763 ]",-1.000177145,0.124067114,1497.302101,0.09906315058,1.860593438
123,1,F:\RMS Samples\S1\A17LK_09900_0046_25_08_2017.MP3,"[-157.78299     214.15086    -121.578285     60.79731       1.1514357
  -14.646602     15.374187     -9.398794     13.856226    -10.808032
    6.1628737     4.462841    -12.229342     11.375292     -5.7800546
    0.50301987    2.365612     -3.9758704     5.2787137    -5.0528293
    4.5772686    -0.4884995    -3.5591993     6.0948524    -5.1230235
    1.9410841     0.36399117   -2.5089188     2.6663163    -3.24926
    2.1050591    -1.8566693    -1.6446246     1.7439916    -3.9238577
    2.1244216    -1.3126886    -1.542507      1.7818012    -2.4019763 ]",-0.24967134,0.1242770756,1548.967499,0.08932778239,1.561607361
124,2,F:\RMS Samples\S2\A17LK_09900_0051_09_08_2017.MP3,"[-1.6616438e+02  2.1365848e+02 -1.1946078e+02  6.1692993e+01
  7.6707536e-01 -1.2144186e+01  1.3943012e+01 -1.0018927e+01
  1.3338592e+01 -1.2894569e+01  7.8864069e+00  4.7522326e+00
 -1.2189108e+01  1.1065421e+01 -7.3737960e+00  1.3749810e+00
  2.6293516e+00 -4.3055310e+00  4.2270989e+00 -6.1925149e+00
  4.3602700e+00 -1.2470199e+00 -3.1098711e+00  5.8508577e+00
 -5.3547740e+00  2.5197396e+00 -3.5513109e-01 -2.7819595e+00
  1.9992639e+00 -3.5116019e+00  2.5266929e+00 -1.4597609e+00
 -8.1429139e-02  2.5731330e+00 -2.9581237e+00  2.8089924e+00
 -1.1818801e+00 -6.5980345e-01  1.4581251e+00 -2.2923305e+00]",-0.4076185822,0.1153900426,1525.335608,0.08457888663,1.445631027
125,1,F:\RMS Samples\S1\A17LK_09900_0051_25_08_2017.MP3,"[-1.6213802e+02  2.1809012e+02 -1.2666920e+02  6.3437546e+01
 -2.4871798e+00 -1.3920294e+01  1.6371117e+01 -1.1973080e+01
  1.4506604e+01 -1.1856362e+01  6.2978024e+00  4.9613552e+00
 -1.2277740e+01  1.1701749e+01 -7.3745308e+00  1.5715364e-01
  1.9870225e+00 -4.3592839e+00  4.9979925e+00 -5.8843699e+00
  5.3283854e+00 -6.8976724e-01 -3.9504378e+00  5.7130427e+00
 -5.7040100e+00  2.4463818e+00  1.9778760e-02 -1.7538638e+00
  3.8879046e+00 -3.3165452e+00  1.8881285e+00 -2.0566292e+00
 -1.0893935e+00  1.4486701e+00 -4.5661211e+00  2.0287738e+00
 -1.3179085e+00 -6.9787264e-01  2.1186895e+00 -1.9638267e+00]",-0.4664550722,0.1294649242,1571.44323,0.08602430671,1.43494153
126,2,F:\RMS Samples\S2\A17LK_09900_0056_09_08_2017.MP3,"[-1.66935532e+02  2.04206161e+02 -1.06496094e+02  5.43425446e+01
  4.69523573e+00 -1.09841661e+01  1.20583897e+01 -6.28435087e+00
  1.14274845e+01 -1.24897337e+01  7.67229223e+00  3.65954113e+00
 -1.08637133e+01  1.11242599e+01 -6.87144470e+00 -2.63899714e-02
  2.05820417e+00 -4.03224897e+00  3.26683140e+00 -5.35473061e+00
  4.21770859e+00 -1.33542776e+00 -2.76107240e+00  5.39500093e+00
 -5.18354702e+00  2.27031136e+00  6.94744051e-01 -1.69474208e+00
  2.49455190e+00 -2.52121162e+00  1.75961077e+00 -1.34434104e+00
  3.59096110e-01  1.67155433e+00 -3.22463846e+00  1.95801270e+00
 -1.91156423e+00 -1.06367993e+00  1.21801925e+00 -2.26238847e+00]",-0.4272863865,0.1043111771,1469.788518,0.08179292828,1.448440552
127,1,F:\RMS Samples\S1\A17LK_09900_0056_25_08_2017.MP3,"[-153.9091      217.57909    -127.15639      67.35701      -3.5979156
  -14.735273     19.079117    -14.622644     14.402663    -10.402473
    3.2229433     6.0654564   -10.8549       10.862317     -6.726482
   -0.5103218     1.8440517    -3.5039907     6.597173     -4.3374133
    5.285583      0.4794597    -3.234912      6.019785     -4.354036
    2.5048456    -0.34773868   -2.668021      2.3276455    -4.064747
    1.8982096    -2.139769     -1.8065974     1.6831658    -4.218752
    1.2058659    -2.4823644    -2.1404598     1.2634271    -2.9136322 ]",-0.276252985,0.128486127,1598.79707,0.09020280093,1.551901221
128,1,F:\RMS Samples\S1\A17LK_12055_1246_08_08_2017.MP3,"[-157.27065     214.72406    -124.94511      68.18283      -5.3632803
  -13.515536     19.423054    -16.873552     13.008495    -10.325634
    2.1449492     4.173327    -10.8157425     9.803722     -6.6822925
    2.7124214     3.352525     -2.9778938     6.89692      -4.9610205
    3.489908     -1.6247371    -3.4851584     5.1854877    -5.2560387
    2.3832464    -1.0221808    -2.190678      2.8722072    -4.0370955
    1.8136613    -2.3477855    -1.5922899     1.1899931    -4.4746265
    1.3140532    -2.485482     -2.05726       0.46995893   -3.323001  ]",-0.6121556163,0.1229998387,1594.463102,0.08460531384,1.385040879
129,1,F:\RMS Samples\S1\A17LK_12055_1246_09_08_2017.MP3,"[-164.78802     221.7467     -113.74844      71.6354      -14.378763
   -7.244843     23.652618    -19.579662     15.886238     -9.613914
    1.9962687     5.2147474    -8.52814       8.496236     -7.837418
    5.109398      0.7094532    -4.789596      5.991511     -6.0817995
    6.106647      1.116274     -1.1110576     3.0154579    -8.316107
    0.7947788    -3.9391265    -1.5783838     2.3650763    -5.404661
    0.5790392    -6.1923184    -3.3565915    -0.81931335   -6.623921
   -1.5760987    -6.041285     -2.19227      -0.34359905   -4.1097965 ]",-0.8444822431,0.08156200724,1454.400869,0.08685911447,1.628790736
130,1,F:\RMS Samples\S1\A17LK_12055_1246_14_08_2017.MP3,"[-1.46763809e+02  2.11153610e+02 -1.20078384e+02  6.05357552e+01
  2.68854380e+00 -1.51466970e+01  1.73129311e+01 -1.00315123e+01
  1.00564842e+01 -1.08574915e+01  3.74926805e+00  3.24311781e+00
 -1.15737095e+01  1.01642599e+01 -6.65162706e+00  4.10546541e-01
  4.04773188e+00 -4.26583815e+00  5.15669918e+00 -4.21868801e+00
  2.74785495e+00 -6.49821758e-01 -3.60958982e+00  4.53011513e+00
 -5.62165165e+00  1.79078960e+00 -1.17939211e-01 -3.28956556e+00
  3.04800153e+00 -3.13324046e+00  1.69079530e+00 -4.37795460e-01
 -7.68221378e-01  2.06735134e+00 -3.63392305e+00  1.28627467e+00
 -1.86342561e+00 -2.33687305e+00  9.38450873e-01 -3.26965451e+00]",-0.2925224304,0.1211138623,1561.106307,0.09808342904,1.876104593
131,3,F:\RMS Samples\S3\A17LK_12055_1246_30_07_2017.MP3,"[-1.5462511e+02  2.2230003e+02 -1.2494479e+02  7.4798180e+01
 -1.5832646e+01 -1.0301543e+01  2.4536650e+01 -2.4048389e+01
  1.5617252e+01 -8.1383190e+00 -3.7387165e-01  4.6073813e+00
 -9.5957394e+00  9.2385530e+00 -7.9627848e+00  2.0006688e+00
 -1.4217430e-01 -6.1193471e+00  5.3996358e+00 -6.8945222e+00
  3.3470240e+00 -7.9359800e-01 -3.1608434e+00  3.7901649e+00
 -4.8397498e+00  5.3208270e+00  1.2450016e+00  7.4862510e-01
  1.9908117e+00 -8.0178118e+00 -1.6046915e+00 -6.0537133e+00
 -2.8152428e+00  3.1389701e-01 -5.7223325e+00 -9.6727437e-01
 -6.6823025e+00 -4.8631692e+00 -2.6284356e+00 -4.9292216e+00]",-1.17007339,0.1038415191,1558.5653,0.09312440455,1.786748648
132,1,F:\RMS Samples\S1\A17LK_12055_1251_08_08_2017.MP3,"[-1.5721889e+02  2.1386333e+02 -1.2047694e+02  6.7055252e+01
 -4.0540662e+00 -1.3442439e+01  1.8581690e+01 -1.5204512e+01
  1.2335875e+01 -1.0363127e+01  3.5424671e+00  4.1114092e+00
 -1.0801666e+01  9.6644640e+00 -7.0525856e+00  1.6997720e+00
  1.5679646e+00 -4.3886013e+00  5.0657063e+00 -6.0949993e+00
  4.1299434e+00 -6.7271101e-01 -2.8286269e+00  5.6106176e+00
 -4.6764245e+00  2.8194208e+00 -9.3609828e-01 -2.7893763e+00
  1.0299884e+00 -4.8032784e+00  2.5728650e+00 -1.9326812e+00
 -1.4733812e+00  8.0439848e-01 -4.4775047e+00  2.0741327e+00
 -2.1120265e+00 -1.8822739e+00  1.8123244e-01 -3.3507097e+00]",-0.6080594063,0.1197227635,1571.552481,0.08416065574,1.399154425
133,1,F:\RMS Samples\S1\A17LK_12055_1251_09_08_2017.MP3,"[-1.6169600e+02  2.2218552e+02 -1.1069065e+02  7.8126602e+01
 -1.1061581e+01 -6.1864104e+00  2.5820925e+01 -1.7982580e+01
  1.8539017e+01 -6.6329355e+00  2.7749214e+00  6.2916741e+00
 -6.6038809e+00  1.0389643e+01 -9.0708447e+00 -1.0985540e+00
 -4.5780683e+00 -7.4730291e+00  4.2085929e+00 -7.6357269e+00
  2.7075560e+00 -2.1379814e+00 -2.6833620e+00  3.7497532e+00
 -5.0884566e+00  3.6499431e+00 -2.1969414e+00 -1.7310889e+00
  1.6355631e+00 -4.0674677e+00  3.9787481e+00 -1.2840470e+00
 -7.7143383e-01 -7.4939483e-01 -6.0256701e+00 -8.8727705e-02
 -3.5242774e+00 -1.1813868e+00 -6.7351967e-01 -4.0462461e+00]",-0.07254461944,0.07505980325,1436.10713,0.09431732446,1.94156146
134,1,F:\RMS Samples\S1\A17LK_12055_1251_14_08_2017.MP3,"[-2.0262755e+02  1.9164600e+02 -1.0647804e+02  5.7461929e+01
 -1.6233695e+00 -9.5984716e+00  7.6276393e+00 -9.8412495e+00
  1.0352609e+01 -1.6504019e+01  8.1297903e+00 -4.4733945e-01
 -1.2151885e+01  1.0860206e+01 -1.0130039e+01  2.0958166e+00
  2.3815880e+00 -3.5151613e+00  3.4158399e+00 -6.8627963e+00
  3.0066752e+00 -4.8395672e+00 -3.2592127e+00  3.7444811e+00
 -6.2960687e+00  2.4416559e+00 -2.5092871e+00 -2.5206640e+00
 -1.0617641e-02 -4.5134559e+00  1.6147463e+00 -2.5819364e+00
  8.3360946e-01  8.4780794e-01 -2.4419241e+00  1.9151338e+00
 -3.0031106e+00 -1.2319505e-01  2.4518925e-01 -6.4281505e-01]",-2.59752655,0.1169758368,1573.73021,0.05411769822,0.691595614
135,3,F:\RMS Samples\S3\A17LK_12055_1251_30_07_2017.MP3,"[-1.52370987e+02  2.25650146e+02 -1.24756538e+02  7.83213882e+01
 -1.40904875e+01 -9.33265591e+00  2.50468063e+01 -2.46239643e+01
  1.45515699e+01 -1.03866367e+01 -2.68612480e+00  3.34772277e+00
 -1.10751486e+01  7.86871672e+00 -7.98858023e+00  2.88979959e+00
  8.79508555e-01 -5.64456415e+00  4.96952629e+00 -8.20830154e+00
  1.91382349e+00 -2.70193624e+00 -5.44692087e+00  1.81320500e+00
 -7.53415489e+00  1.19583857e+00 -4.17860556e+00 -5.09104538e+00
 -1.78694880e+00 -7.71876097e+00  1.15435719e+00 -3.35579300e+00
 -1.02081060e+00  2.90023756e+00 -7.43635416e-01  4.60023308e+00
 -1.87567055e+00 -1.04625082e+00 -1.80042952e-01 -3.96444798e+00]",-1.017653465,0.09500542037,1533.312267,0.09926559776,2.048928976
136,1,F:\RMS Samples\S1\A17LK_12055_1256_08_08_2017.MP3,"[-160.52768     217.01071    -125.20354      66.969986     -1.8103226
  -12.416155     18.790396    -12.761969     14.276821     -9.938599
    6.124419      5.3014174   -10.432451     11.201349     -7.550846
    1.0624613     1.8849607    -4.6378202     4.8970776    -6.399217
    3.7420912    -1.4019783    -3.898249      4.90699      -5.8419256
    2.3693182    -0.48359844   -2.6578054     2.2946112    -3.8263404
    1.8447826    -2.4254537    -1.061063      1.6732885    -3.9749897
    2.347367     -1.7714937    -1.3131096     1.4801441    -2.8085136 ]",-0.3741224706,0.1220445545,1569.26277,0.0847203061,1.387247086
137,1,F:\RMS Samples\S1\A17LK_12055_1256_09_08_2017.MP3,"[-1.6798166e+02  2.2230417e+02 -1.0830352e+02  8.1268608e+01
 -1.0346112e+01 -4.2719674e+00  2.2806379e+01 -1.9566362e+01
  1.7413818e+01 -9.3012667e+00  1.8097802e+00  2.9263384e+00
 -8.8257599e+00  8.2012491e+00 -9.9173613e+00  1.7368690e+00
 -2.8869412e+00 -5.3340421e+00  4.2481699e+00 -9.0467491e+00
  2.3717654e+00 -4.1084137e+00 -3.7255032e+00  2.4573724e+00
 -5.4786420e+00  4.7235017e+00 -1.7793348e+00  4.2259344e-01
  2.4706528e+00 -3.4076786e+00  3.9986162e+00 -2.9657745e+00
 -4.6711903e-02 -4.2856950e-01 -5.0715780e+00  4.7568747e-01
 -4.3865476e+00 -6.5299493e-01 -1.0401376e+00 -3.1831660e+00]",-0.31053105,0.07436512264,1423.573341,0.09061405808,1.808787107
